price,title,location,address,description,bedrooms,bathrooms,parking,size,url,image_url
KSh 80 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","4 Bedroom Bungalow on 1/2 acre within a gated community
LORESHO - The lovely 4 bedrooms",4,2.5,2,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115718473,https://images.prop24.com/7vyb5jvwhl2fxhk4mthghryeny/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi",Located  in the highly sought after Westlands area behind  GTC and near Vilka Rosa,1,1,1,58 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115799936,https://images.prop24.com/xidwjthbdmj7cwwciz2usrotgy/Crop600x400
KSh 12 600 000,3 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","Looking for your dream home? This charming 3-bedroom gem is the perfect blend of comfort,",3,3,2,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115732560,https://images.prop24.com/wsagevbrmdsgbhxfmsqsbicoiu/Crop600x400
KSh 35 000 000,Vacant Land / Plot,Karen,"Karen Karen, Karen, Nairobi","KAREN - Beautiful Half acre land.

Features
*The land is ready for development.",N/A,N/A,N/A,N/A,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-101762075,https://images.prop24.com/eymdlagisxi2o4x7fxp4dukfeq/Crop600x400
KSh 11 800 000,3 Bedroom Apartment / Flat,Kileleshwa,"Nyeri Rd Kileleshwa, Kileleshwa, Nairobi","THREE BEDROOM ALL ENSUITE APARTMENT ON SALE IN KILELESHWA UNDER CONSTRUCTION

FOR SALE: A",3,3,2,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115701005,https://images.prop24.com/w36slvminszmal4juypezusp4y/Crop600x400
KSh 13 500 000,2 Bedroom Apartment / Flat,Kileleshwa,"Nyeri Rd Kileleshwa, Kileleshwa, Nairobi",TWO BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR SALE IN KILELESHWA UNDER,2,3,1,145 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-115787236,https://images.prop24.com/u5lcsyitetzst72l4es6xltyey/Crop600x400
KSh 60 000 000,5 Bedroom Townhouse,Lavington,"Lavington, Lavington, Nairobi",Elevate your lifestyle with this exquisite 5-bedroom townhouse in the prestigious Lavington,5,3,2,150 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115739943,https://images.prop24.com/2ddqwtbz3faosfmblgj56rjbna/Crop600x400
KSh 12 500 000,3 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Strategically located at the heart  of Westlands;thriving commercial district, these high",3,3,1,115 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115761261,https://images.prop24.com/3fp7u7mzadi47622yhmto7inve/Crop600x400
KSh 20 500 000,3 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,3,2,1,168 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-riverside-115761250,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 12 500 000,2 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,2,2,1,114 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-115761229,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 63 000 000,4 Bedroom Townhouse,Westlands,"Westlands, Westlands, Nairobi","A charming 4 Bedrooms Maisonette in good neighborhoods of  Westlands
With amazing",4,3,4,550 m²,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-westlands-115795571,https://images.prop24.com/yrzlb2mtmm7nj3ffsjxkmbzhzm/Crop600x400
KSh 12 000 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Strategically located at the heart of Kilimani, these spacious and naturally lit ready",3,2,1,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115703078,https://images.prop24.com/oqvg7vun4flzkua2e2iuscrqbu/Crop600x400
KSh 12 600 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Strategically located at the heart of Kilimani, these spacious and naturally lit ready",3,2,1,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115701443,https://images.prop24.com/oqvg7vun4flzkua2e2iuscrqbu/Crop600x400
KSh 35 000 000,Vacant Land / Plot,Karen,"Karen Karen, Karen, Nairobi","KAREN - Beautiful Half acre land.

Features
*The land is ready for development.",N/A,N/A,N/A,N/A,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-115767922,https://images.prop24.com/eymdlagisxi2o4x7fxp4dukfeq/Crop600x400
KSh 75 000 000,5 Bedroom Townhouse,Lavington,"Lavington, Lavington, Nairobi","KSH 75,000,000
Discover luxury living in this spacious 5-bedroom townhouse, located in an",5,N/A,N/A,N/A,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115763896,https://images.prop24.com/zobnbbjb65hkw2edg77mhhfouy/Crop600x400
KSh 11 990 000,2 Bedroom Apartment / Flat,Westlands,"335 Rhapta Road, Westlands, Nairobi","FOR SALE: 1, 2, & 3 BEDROOM APARTMENTS IN WESTLANDS

1 bedroom of size 71sqmt price from",2,2.5,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115779161,https://images.prop24.com/etryc57ay2cwgzmd5m45hwapwq/Crop600x400
KSh 11 990 000,2 Bedroom Apartment / Flat,Westlands,"335 Rhapta Road, Westlands, Nairobi","FOR SALE: 1, 2, & 3 BEDROOM APARTMENTS IN WESTLANDS

1 bedroom of size 71sqmt price from",2,2.5,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115779161,https://images.prop24.com/etryc57ay2cwgzmd5m45hwapwq/Crop600x400
KSh 10 500 000,2 Bedroom Apartment / Flat,Westlands,"Church Rd Muthangari, Westlands, Nairobi",A prestigious high-end apartment development in Nairobi’s prime address church road in,2,2,2,105 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115766373,https://images.prop24.com/nhvjnrjaaxfhygzrcd25n2hit4/Crop600x400
KSh 24 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","Contemporary 4 Bedroom Apartments for Sale in Kileleshwa, Nairobi.
These apartments are",4,4,2,270 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115758430,https://images.prop24.com/v6ab36vw6bpmkyrasrzni3dhya/Crop600x400
KSh 75 000 000,5 Bedroom House,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","NEW KITISURU - EXECUTIVE FAIRLY NEW FIVE (5) BEDROOMS HOUSE SITTING ON 1/2 ACRE, CORNER",5,5,4,0.5 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-kitisuru-115675210,https://images.prop24.com/x73q7k2prlk4aiotczchfztj7a/Crop600x400
KSh 6 000 000,1 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Luxurious 1 & 2 bedrooms apartments in westlands ?? ??

? Arrival Concierge and hotel",1,1,1,112 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115825039,https://images.prop24.com/spfirse3a3koek4o3ptdkazkeq/Crop600x400
KSh 24 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","Contemporary 4 Bedroom Apartments for Sale in Kileleshwa, Nairobi.
These apartments are",4,4,2,270 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-101743861,https://images.prop24.com/v6ab36vw6bpmkyrasrzni3dhya/Crop600x400
KSh 6 000 000,Vacant Land / Plot,Katani,"Katani, Nairobi",1/4 Acre Plot of land for sale Katani Syokimau at Shangilia Baba na Mama @,N/A,N/A,N/A,0.25 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-katani-115825044,https://images.prop24.com/rl422yti2x5sgm6qu4z4inr6li/Crop600x400
KSh 26 300 000,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILIMANI UNDER,4,5,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-115781313,https://images.prop24.com/upsq7bag7af5wvznm6jgsz3eoq/Crop600x400
KSh 33 500 000,5 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",FIVE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILIMANI UNDER,5,6,2,302 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115781115,https://images.prop24.com/upsq7bag7af5wvznm6jgsz3eoq/Crop600x400
KSh 45 000 000,6 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","??Karen-Kerarapon 

2 Storey 6 bedroom Unfinished house  available for sale in",6,6,2,N/A,https://www.property24.co.ke/6-bedroom-house-for-sale-in-karen-115823829,https://images.prop24.com/qv5vurdr4sj74mslzmak5nudma/Crop600x400
KSh 5 000 000,1 Bedroom Apartment / Flat,Westlands,"Peponi Rd Nairobi, Westlands, Nairobi","An exclusive development coming up on an unbeatable location along Peponi Road, Westlands,",1,1,1,43 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115790242,https://images.prop24.com/qhpkii3wd4d6z3pp5ue5klz36i/Crop600x400
KSh 3 500 000,1 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi","Strategically nestled  in Syokimau  behind  Gateway mall, this cozy apartments  with top",1,1,1,38 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-syokimau-115775611,https://images.prop24.com/btk4auycg7yevenwuj7isbni2u/Crop600x400
KSh 150 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","High end 4 bedroom houses in Loresho for Sale
Exclusive high-end, gated community of 26",4,4,4,0.25 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115788691,https://images.prop24.com/wslm6xzd7hvaoqmpgw6ek3kno4/Crop600x400
KSh 33 500 000,5 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","2 bedrooms without dsq          12.5m to 13.5m 
2 bedrooms  with dsq                 16.m",5,5,3,1 acres,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115820386,https://images.prop24.com/rgmk5tenszt6e4rjas5shdfbfi/Crop600x400
KSh 35 000 000,3 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",A three-bedroom all ensuite apartment (plus dsq) available for sale in,3,3,N/A,N/A,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115788923,https://images.prop24.com/l5rghij4w7hzttqtmthq4styiy/Crop600x400
KSh 10 500 000,2 Bedroom Apartment / Flat,Westlands,"Brookside Dr Spring Valley, Westlands, Nairobi","FOR SALE: 1 BEDROOM APARTMENTS IN WESTLANDS
CALL/ WHATSAPP : +254721320663",2,2,1,71 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115739299,https://images.prop24.com/yapjjxkze24agvlxjrsyv7w3aq/Crop600x400
KSh 32 000 000,4 Bedroom House,Runda,"Njathaini Road, Runda, Nairobi","This gated community, adjacent to Muthithi Gardens and Summerfields Estate, boasts",4,5,6,0.13 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115714704,https://images.prop24.com/wthn3o33zac4uxluwz6fglvcei/Crop600x400
KSh 25 000 000,4 Bedroom House,Kiambu Road,"Njathaini Rd KE, Kiambu Road, Nairobi",Introducing Beautiful and Modern 4 & 5 Bedroom All-Ensuite Townhouses – Your Dream Home,4,5,3,0.13 m²,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kiambu-road-115722693,https://images.prop24.com/6snz2zreodkp2kby2kcwgi6yra/Crop600x400
KSh 7 700 000,1 Bedroom Apartment / Flat,Kileleshwa,"Gatundu Cres Kileleshwa, Kileleshwa, Nairobi","ARCHITECTURAL MARVEL: AESTHETIC DESIGN AND CONVENIENCE
Welcome to CRESCENT RESIDENCY, a",1,1,1,76 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-115704698,https://images.prop24.com/ol3f7nnj3uvlx7i2o6fi2qnx2q/Crop600x400
KSh 250 000 000,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Stunning and lustrous 5bedroom house all ensuite with a staff quarter for two.
Located in",5,5,4,1 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-runda-115690553,https://images.prop24.com/6zydh7s4kh7hkrbkmnvfqfxkqa/Crop600x400
KSh 56 000 000,4 Bedroom House,Kileleshwa,"PQ9M+F9G Kileleshwa, Kileleshwa, Nairobi","Set in a lush evergreen community in the heart of Kileleshwa, that promises its residents a",4,4,1,N/A,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kileleshwa-115814410,https://images.prop24.com/ngqsz5syabsxhzhgikgcyy3oma/Crop600x400
KSh 750 000 000,Commercial Property,Westlands,"Westlands Highridge, Westlands, Nairobi","Luxurious Hotel For Sale in Westlands!
New listing

0.25 acres
72,000 SQFT Built up",N/A,N/A,N/A,6689 m²,https://www.property24.co.ke/commercial-property-for-sale-in-westlands-115730970,https://images.prop24.com/tilizdi5xlb4mr2sdl2kjtkn2y/Crop600x400
KSh 8 600 000,2 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","New project alert.

An ideal investment for bothe locals and expatriate  investers",2,2,2,87 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-115772765,https://images.prop24.com/n7cehuo6obeg7rbz4qzmvsfkfu/Crop600x400
KSh 26 000 000,4 Bedroom Townhouse,Langata,"MR96+VX7 Nairobi, Langata, Nairobi","FOR SALE IN PHENOM ESTATE LANG'ATA

Four Bedroom Maisonette Phase",4,3,N/A,N/A,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-langata-115816777,https://images.prop24.com/xqshcfgxghmerkiqalwaqrhvoi/Crop600x400
KSh 14 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Discover Your Dream Home in Westlands

Step into a world of elegance and innovation with",2,N/A,N/A,N/A,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-101744330,https://images.prop24.com/gisk55fo5tjlpczt4vj5xls7am/Crop600x400
KSh 6 800 000,2 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi","Cozy and modern studios,one,two and three bedroom units available  for sale in Syokimau.",2,3,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-115824866,https://images.prop24.com/jfty55fipkbnmmmybikrpewmqe/Crop600x400
KSh 12 500 000,3 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Strategically located at the heart  of Westlands;thriving commercial district, these high",3,3,1,115 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115716660,https://images.prop24.com/3fp7u7mzadi47622yhmto7inve/Crop600x400
KSh 6 900 000,1 Bedroom Apartment / Flat,Riverside,"PQJQ+C9C Riverside Dr, Riverside, Nairobi","FOR SALE: STUDIO APARTMENTS & 1 BEDROOM APARTMENTS
CONTACT/WHATSAPP: +254 721",1,1,1,38 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-115736601,https://images.prop24.com/jwx3mfrptyjqsuz5mduwsfqk5e/Crop600x400
KSh 14 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Discover Your Dream Home in Westlands

Step into a world of elegance and innovation with",2,N/A,N/A,N/A,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115749814,https://images.prop24.com/gisk55fo5tjlpczt4vj5xls7am/Crop600x400
KSh 18 000 000,3 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","THREE BEDROOM MASTER ENSUITE PLUS DSQ APARTMENT FOR SALE IN KILIMANI

Selling a Spacious",3,2,2,155 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115709479,https://images.prop24.com/pi2yq33zsbubygpswpkt73wivu/Crop600x400
KSh 240 000 000,Vacant Land / Plot,Rosslyn,"Rosslyn Kitisuru, Rosslyn, Nairobi","A Fantastic Deal -2 acres Rosslyn off Redhill Road in a gated compound, opposite Nyari",N/A,N/A,N/A,2 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-rosslyn-115680797,https://images.prop24.com/faykxwxcbomruyoc55mqffhbgq/Crop600x400
KSh 350 000 000,4 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","In redefining elegance, this ambassadorial HOME has been conceived and designed to not only",4,4,5,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115660955,https://images.prop24.com/6d3aqs6dcdmnf2be5y67djpmei/Crop600x400
KSh 85 000 000,5 Bedroom Townhouse,Westlands,"Westlands Nairobi, Westlands, Nairobi","A beautiful villa in Westlands for sale. 
5br all ensuite plus DSQ and private garden. 
A",5,5.5,2,N/A,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-westlands-115791343,https://images.prop24.com/aqrdehhyhv4fp2wyopd2esuo3m/Crop600x400
KSh 12 500 000,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,2,2,1,114 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-115758996,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 7 200 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","APARTMENT AREA & *PRICING:
•	One-bedroom Apartment (60SQM) – Ksh. 6M
•	One-bedroom",1,N/A,N/A,70 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115746667,https://images.prop24.com/rjndbyomju257yz3ceix3q2ycu/Crop600x400
KSh 7 000 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi",Located  in the highly sought after Westlands area behind  GTC and near Vilka Rosa,1,1,1,58 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115782633,https://images.prop24.com/3isxy4lwot4m3wtecv54d6bxmy/Crop600x400
KSh 22 500 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",THREE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILIMANI UNDER,3,4,2,201 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115781343,https://images.prop24.com/k735hfhvvy3pi5y3xkl5cqav7y/Crop600x400
KSh 90 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","Sitting on 1/2 acre within a gated community, with lots of greenery.  

All bedrooms",4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115769747,https://images.prop24.com/xo35nt4x3hktyc3yc2regrr6oi/Crop600x400
KSh 30 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Tabere Cres Kilimani, Kileleshwa, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILELESHWA, KASUKU CENTER UNDER",4,5,2,272 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115731952,https://images.prop24.com/zxcieiv2v2itxxnqzm6ireoveu/Crop600x400
KSh 14 500 000,4 Bedroom Townhouse,Donholm,"Donholm Nairobi, Donholm, Nairobi","Located in the serene and secure Sosian Estate, this spacious 4-bedroom maisonette is an",4,3,2,170 m²,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-donholm-115789682,https://images.prop24.com/lsrqj5w5wevhofikkapz6doque/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Westlands,"Rhapta Road Muthangari, Westlands, Nairobi","ONE BEDROOM APARTMENT FOR SALE IN WESTLANDS UNDER CONSTRUCTION

Selling a one Bedroom",1,1,1,70 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115826932,https://images.prop24.com/jnll5cm6wi6p64ceegbbeflkz4/Crop600x400
KSh 62 500 000,5 Bedroom Apartment / Flat,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi","FOR SALE: 2, 3, 4 & 5 BEDROOM APARTMENTS ALL EN-SUITE & 5 BEDROOM DUPLEXES
CALL /WHATSAPP:",5,6.5,3,445 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115608545,https://images.prop24.com/26uitx2hf5av3y6s6keuycmdku/Crop600x400
KSh 38 000 000,5 Bedroom Townhouse,Kitisuru,"QQG2+QRC Kirawa Rd, Kitisuru, Nairobi",5 bedrooms townhouses for sale in along Kitisuru Kirawa road is an exclusive residence in a,5,6,3,320 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-kitisuru-115734266,https://images.prop24.com/lqcicshb4vxwxzmnhcz2mh3pbe/Crop600x400
KSh 25 900 000,Commercial Property,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","2000 SQFT OFFICE SPACE ON SALE IN KILIMANI 

A Newly Constructed 2000-Square-Foot Office",N/A,N/A,N/A,185 m²,https://www.property24.co.ke/commercial-property-for-sale-in-kilimani-115730736,https://images.prop24.com/zrk47ovcedb56rt6fvcd3n5hgi/Crop600x400
KSh 27 900 000,Commercial Property,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","2000 SQFT OFFICE SPACE ON SALE IN KILIMANI 

A Newly Constructed 2000-Square-Foot Office",N/A,N/A,N/A,285 m²,https://www.property24.co.ke/commercial-property-for-sale-in-kilimani-115730726,https://images.prop24.com/zrk47ovcedb56rt6fvcd3n5hgi/Crop600x400
KSh 119 600 000,Commercial Property,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","8000 SQFT OFFICE SPACE ON SALE IN KILIMANI 

A Newly Constructed 8000-Square-Foot Office",N/A,N/A,N/A,743 m²,https://www.property24.co.ke/commercial-property-for-sale-in-kilimani-115730720,https://images.prop24.com/zrk47ovcedb56rt6fvcd3n5hgi/Crop600x400
KSh 33 500 000,4 Bedroom Apartment / Flat,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi","FOR SALE: 2, 3, 4 & 5 BEDROOM APARTMENTS ALL EN-SUITE & 5 BEDROOM DUPLEXES
CALL /WHATSAPP:",4,5.5,2,310 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-115608572,https://images.prop24.com/xq7qfn236zfw6242azha2unn2m/Crop600x400
KSh 21 500 000,3 Bedroom Apartment / Flat,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi","Situated at the intersection of Kilimani and Kirichwa road next to Quickmart Kilimani,",3,4.5,2,173 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115743343,https://images.prop24.com/g3ktc4fjzcnnutbme3lngt62am/Crop600x400
KSh 16 000 000,3 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",An ideal investment  located in the  heart of Kileleshwa off othaya road with close,3,4,2,160 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115802731,https://images.prop24.com/n7cehuo6obeg7rbz4qzmvsfkfu/Crop600x400
KSh 15 340 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM APARTMENT PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,2,1,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115708263,https://images.prop24.com/q5scgotvfdidh4vvd32bpysdq4/Crop600x400
KSh 17 340 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM APARTMENT PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,2,1,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115708256,https://images.prop24.com/q5scgotvfdidh4vvd32bpysdq4/Crop600x400
KSh 9 259 250,Commercial Property,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","715 SQFT OFFICE SPACE ON SALE IN KILIMANI 

A Newly Constructed 715-Square-Foot Office",N/A,N/A,N/A,66 m²,https://www.property24.co.ke/commercial-property-for-sale-in-kilimani-115730788,https://images.prop24.com/zrk47ovcedb56rt6fvcd3n5hgi/Crop600x400
KSh 12 173 000,Commercial Property,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","940 SQFT OFFICE SPACE ON SALE IN KILIMANI 

A Newly Constructed 940-Square-Foot Office",N/A,N/A,N/A,87 m²,https://www.property24.co.ke/commercial-property-for-sale-in-kilimani-115730779,https://images.prop24.com/zrk47ovcedb56rt6fvcd3n5hgi/Crop600x400
KSh 410 000 000,Vacant Land / Plot,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi",Prime 2 Acre Plot in Spring valley shanzu A perfect Residential property located in Shanzu,N/A,N/A,N/A,2 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-spring-valley-115756013,https://images.prop24.com/hsn6du3gltfnihg3ns6kj6nefe/Crop600x400
KSh 150 000 000,5 Bedroom House,Karen,"Marist Ln Nairobi, Karen, Nairobi","Welcome to your dream home nestled in the serene and prestigious neighborhood of Karen,",5,6,3,1 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-karen-115732160,https://images.prop24.com/ng5n5pjljq6puu35f6e4xnwimu/Crop600x400
KSh 26 500 000,4 Bedroom Apartment / Flat,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi","FOR SALE: 2, 3, 4 & 5 BEDROOM APARTMENTS ALL EN-SUITE & 5 BEDROOM DUPLEXES
CALL /WHATSAPP:",4,5.5,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-115608670,https://images.prop24.com/xq7qfn236zfw6242azha2unn2m/Crop600x400
KSh 22 500 000,3 Bedroom Apartment / Flat,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi","FOR SALE: 2, 3, 4 & 5 BEDROOM APARTMENTS ALL EN-SUITE & 5 BEDROOM DUPLEXES
CALL/WHATSAPP:",3,4.5,2,202 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115608601,https://images.prop24.com/bs5b5nfyznagnrsy3ftezzzt2a/Crop600x400
KSh 65 000 000,5 Bedroom Townhouse,Lavington,"Chalbi Dr Maziwa, Lavington, Nairobi","For sale : 5 bedroom town house all en-suite + dsq
Chalbi casa (townhouse).
450sqm with",5,6.5,3,450 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115716435,https://images.prop24.com/3pkv5zxueux2d2bcvpdqf4apui/Crop600x400
